"","Title","First Author","Last Author","Journal","Year","First Author First Name","First Author Gender","First Author Accuracy","First Author Samples","Last Author First Name","Last Author Gender","Last Author Accuracy","Last Author Samples"
"3021","163) Clinically Significant Axial Shortening in Myopic Children After Repeated Low-Level Red Light Therapy: A Retrospective Multicenter Analysis.","Wei Wang","Mingguang He","Ophthalmology and therapy",2023,"Wei","male",73,4003,"Mingguang","male",100,7
"3022","164) Clinical Feasibility and Safety of Scleral Collagen Cross-Linking by Riboflavin and Ultraviolet A in Pathological Myopia Blindness: A Pilot Study.","Yu Li","Fengju Zhang","Ophthalmology and therapy",2023,"Yu","male",62,3415,"Fengju","female",100,2
"3023","165) Fluid Supplementation Through Weakened Zonules via Side-Port Incision to Maintain Intraocular Pressure in High Myopic Eyes.","Dandan Wang","Yune Zhao","Ophthalmology and therapy",2023,"Dandan","male",52,402,"Yune","female",70,70
"3024","166) Fluocinolone Acetonide Implant Injected 1 Month after Dexamethasone Implant for Diabetic Macular Oedema: the ILUVI1MOIS Study.","Nicolas Rousseau","Jean-Baptiste Ducloyer","Ophthalmology and therapy",2023,"Nicolas","male",99,79977,"Jean-Baptiste","male",99,2954
"3025","168) Which is More Effective and Safer? Comparison of Propensity Score-Matched Microhook Ab Interno Trabeculotomy and iStent Inject.","Ryo Asaoka","Yoshiaki Kiuchi","Ophthalmology and therapy",2023,"Ryo","male",97,2815,"Yoshiaki","male",99,304
"3026","169) Combined Use of Anti-VEGF Drugs Before and During Pars Plana Vitrectomy for Severe Proliferative Diabetic Retinopathy.","Xincheng Sun","Hu Liu","Ophthalmology and therapy",2023,"Xincheng","male",92,12,"Hu","male",74,845
"3027","170) Triamcinolone Acetonide Suprachoroidal Injectable Suspension for Uveitic Macular Edema: Integrated Analysis of Two Phase 3 Studies.","Steven Yeh","Thomas A Ciulla","Ophthalmology and therapy",2023,"Steven","male",99,59951,"Thomas","male",99,129177
"3028","171) The Double-Deck Viscoelastic Technique: a Novel Surgical Technique to Protect the Corneal Endothelium in Penetrating Keratoplasty of Aphakic Silicone Oil-Dependent Eyes after Severe Ocular Injury.","Yujie Cen","Yun Feng","Ophthalmology and therapy",2023,"Yujie","female",63,96,"Yun","male",51,1517
"3029","172) Nano-Indentation to Determine Mechanical Properties of Intraocular Lenses: Evaluating Penetration Depth, Material Stiffness, and Elastic Moduli.","Andreas F Borkenstein","Michaela Flock","Ophthalmology and therapy",2023,"Andreas","male",99,44818,"Michaela","female",92,31084
"3030","173) Ultra-High Resolution Optical Aberrometry in Patients with Keratoconus: A Cross-Sectional Study.","Gonzalo Velarde-Rodriguez","Nicolas Alejandre-Alba","Ophthalmology and therapy",2023,"Gonzalo","male",99,12933,"Nicolas","male",99,79977
"3031","175) Add-On Effect of 0.01% Atropine in Orthokeratology Wearers for Myopia Control in Children: A 2-Year Retrospective Study.","Linlin Du","Mengjun Zhu","Ophthalmology and therapy",2023,"Linlin","female",72,307,"Mengjun","male",63,8
"3032","176) Choriocapillaris Reperfusion in Resolved Chronic Central Serous Chorioretinopathy Treated with Eplerenone: Long-Term Effects on the Fellow Eye.","Pasquale Viggiano","Francesco Boscia","Ophthalmology and therapy",2023,"Pasquale","male",99,15771,"Francesco","male",99,74458
"3033","177) Impact of Choroidal Melanoma Characteristics on Progression-Free Survival in Patients Undergoing Hypofractionated Stereotactic Photon Radiotherapy.","Reinhard Told","Adrian Reumueller","Ophthalmology and therapy",2023,"Reinhard","male",99,1973,"Adrian","male",98,56140
"3034","178) Nonsurgical Management of Severe Viral Keratitis with Hypopyon and Retrocorneal Plaques: A Case Series.","Zhen Yang","Yun Feng","Ophthalmology and therapy",2023,"Zhen","male",64,631,"Yun","male",51,1517
"3035","179) Correlations of Corneal Curvature with Corneal Spherical Aberration and Anterior Chamber Parameters in Eyes with Shallow Anterior Chambers.","Fei Yang","Yongzhen Bao","Ophthalmology and therapy",2023,"Fei","male",62,1203,"Yongzhen","male",88,17
"3036","180) Effect of Myopic Undercorrection on Habitual Reading Distance in Schoolchildren: The Hong Kong Children Eye Study.","Shu Min Tang","Jason C Yam","Ophthalmology and therapy",2023,"Shu","male",63,1030,"Jason","male",99,76567
"3037","182) Development and Validation of Data-Level Innovation Data-Balancing Machine Learning Models for Predicting Optimal Implantable Collamer Lens Size and Postoperative Vault.","Heng Zhao","Mingwei Zhao","Ophthalmology and therapy",2023,"Heng","male",82,742,"Mingwei","male",73,41
"3038","183) The Incidence and Risk Factors for Dry Eye After Pediatric Strabismus Surgery.","Yun Wang","Lin Chen","Ophthalmology and therapy",2023,"Yun","male",51,1517,"Lin","female",58,6466
"3039","184) Qualitative Exploration of the Visual Function Impairments and Health-Related Quality of Life Impacts of Amblyopia in Adult and Pediatric Populations.","Sharan Randhawa","Federico Felizzi","Ophthalmology and therapy",2023,"Sharan","male",85,931,"Federico","male",99,28505
"3040","185) Comparison of Two Scheimpflug Systems in the Measurements of Eyes with Corneal Diameter Smaller than 11.1 mm.","Lingling Niu","Xingtao Zhou","Ophthalmology and therapy",2023,"Lingling","female",94,266,"Xingtao","male",100,8
"3041","186) Two-Year Real-World Results for Aflibercept Using the Treat-and-Extend Regimen in Neovascular Age-Related Macular Degeneration and Polypoidal Choroidal Vasculopathy.","Chu-Hsuan Huang","Yi-Ting Hsieh","Ophthalmology and therapy",2023,"Chu-Hsuan","male",56,1360,"Yi-Ting","female",88,52
"3042","188) Conjunctival T Cell Profile in Allogeneic Hematopoietic Stem Cell Transplant Patients after Instilling Topical Cyclosporine-A 0.1% Cationic Emulsion.","Louis Tong","Li Lim","Ophthalmology and therapy",2023,"Louis","male",97,22473,"Li","female",51,4165
"3043","189) Development and Validation of a Prediction Model for Nd:YAG Laser Capsulotomy: A Retrospective Cohort Study of 9768 eyes.","Xuanlong Li","Zhaohui Li","Ophthalmology and therapy",2023,"Xuanlong","male",91,11,"Zhaohui","male",70,27
"3044","190) The Treatment Patterns with Brolucizumab in Germany (REALIZE) Study: A Retrospective Cohort Study Based on Longitudinal Prescription Data.","Raffael G Liegl","Rita Freitas","Ophthalmology and therapy",2023,"Raffael","male",98,603,"Rita","female",98,40339
"3045","191) Prevalence of Fundus Tessellation and Its Screening Based on Artificial Intelligence in Chinese Children: the Nanjing Eye Study.","Dan Huang","Hui Zhu","Ophthalmology and therapy",2023,"Dan","male",97,61524,"Hui","female",52,1684
"3046","193) Comparison of Two Topical Lubricants on the Corneal Surface Recovery and Patient Discomfort After Photorefractive Keratectomy.","Rafael Cañones-Zafra","Miguel A Teus","Ophthalmology and therapy",2023,"Rafael","male",99,52197,"Miguel","male",99,89766
"3047","194) Visual Function after Implantation of Diffractive Extended Depth-of-Focus Intraocular Lenses in Eyes with Primary Open-Angle Glaucoma.","Hiroko Bissen-Miyajima","Keiichiro Minami","Ophthalmology and therapy",2023,"Hiroko","female",99,367,"Keiichiro","male",98,62
"3048","195) 3D Visualization System-Assisted Vitrectomy for Rhegmatogenous Retinal Detachment: Leave Out the Perfluorocarbon Liquid.","Lina Guan","Haiyang Liu","Ophthalmology and therapy",2023,"Lina","female",97,30720,"Haiyang","male",87,68
"3049","196) Comparison of a New Scheimpflug Camera and Swept-Source Optical Coherence Tomographer for Measurements of Anterior Segment Parameters.","Xiaomin Huang","Jinhai Huang","Ophthalmology and therapy",2023,"Xiaomin","female",74,66,"Jinhai","male",69,13
"3050","197) Management of Pseudophakic Malignant Glaucoma Using Modified Nd:YAG Laser Treatment Methodology Through Surgical Preset Iridectomy.","Mingmin Yang","Ning Fan","Ophthalmology and therapy",2023,"Mingmin","male",73,15,"Ning","female",74,1915
"3051","198) Measurement of Foveal Retinal Thickness in Myopic Patients Using Different Display Modes on Optical Coherence Tomography: A Retrospective, Cross-Sectional Study.","Dan Jouma A Maman Lawali","Yijun Hu","Ophthalmology and therapy",2023,"Dan","male",97,61524,"Yijun","male",59,69
"3052","199) The Amblyopia Quality of Life (AmbQoL): Development and Content Validation of a Novel Health-Related Quality of Life Instrument for Use in Adult and Pediatric Amblyopia Populations.","Ann Webber","Charlotte Panter","Ophthalmology and therapy",2023,"Ann","female",97,23825,"Charlotte","female",96,27559
"3053","200) Comparison of Predictability in Central Corneal Thickness Reduction After SMILE and FS-LASIK for High Myopia Correction.","Shengtao Liu","Yu Zhao","Ophthalmology and therapy",2023,"Shengtao","male",100,6,"Yu","male",62,3415
"3054","201) Long-Term Vault Changes in Different Levels and Factors Affecting Vault Change After Implantation of Implantable Collamer Lens with a Central Hole.","Boliang Li","Xingtao Zhou","Ophthalmology and therapy",2023,"Boliang","male",100,4,"Xingtao","male",100,8
"3055","202) Revisiting Posterior Fixation Sutures Surgery: Unveiling Novel Approaches for Primary Management of Diverse Esotropia Cases.","Paulo Freitas-da-Costa","Augusto Magalhães","Ophthalmology and therapy",2023,"Paulo","male",99,57206,"Augusto","male",99,7854
"3056","203) Real-World Frequency and Management of Ocular Adverse Events in Eyes with Neovascular Age-Related Macular Degeneration Treated with Brolucizumab.","Ryan Zubricky","Joseph M Coney","Ophthalmology and therapy",2023,"Ryan","male",99,64450,"Joseph","male",99,63161
"3057","204) Clinical Evaluation of a Modified Light Transmission Short-Wavelength Filtering Intraocular Lens Compared to a Colorless Control.","Daniel H Chang","Ryan S Vida","Ophthalmology and therapy",2023,"Daniel","male",99,257742,"Ryan","male",99,64450
"3058","206) Trends in the Cumulative Post-Marketing Reporting Rates of Retinal Vasculitis and/or Retinal Vascular Occlusion and Associated Vision Loss with Brolucizumab.","Franklin Igwe","Arun Ravindran","Ophthalmology and therapy",2023,"Franklin","male",100,16604,"Arun","male",99,24421
"3059","207) Early Inflammation Control After Trabeculectomy by Steroid and Non-steroidal Eye Drops: A Randomized Controlled Trial.","Afrouz Ahmadzadeh","Line Kessel","Ophthalmology and therapy",2023,"Afrouz","female",89,18,"Line","female",80,5
"3060","208) The Basic VRS-Effect Study: Clinical Trial Outcomes and Cost-Effectiveness of Low Vision Rehabilitation in Portugal.","Laura Hernández-Moreno","Antonio Filipe Macedo","Ophthalmology and therapy",2023,"Laura","female",98,163073,"Antonio","male",99,180825
"3061","209) Artificial Intelligence-Based Quantification of Central Macular Fluid Volume and VA Prediction for Diabetic Macular Edema Using OCT Images.","Xin Ye","Lijun Shen","Ophthalmology and therapy",2023,"Xin","male",52,1659,"Lijun","female",51,122
"3062","210) Efficacy and Safety of Adalimumab in Pediatric Non-infectious Non-anterior Uveitis: Real-life Experience From the International AIDA Network Uveitis Registry.","Antonio Vitale","Claudia Fabiani","Ophthalmology and therapy",2023,"Antonio","male",99,180825,"Claudia","female",98,72003
"3063","211) Efficacy Comparison Between Steep-Meridian Incision and Non-Steep-Meridian Incision in Implantable Collamer Lens Surgery with Low-to-Moderate Astigmatism.","Shengtao Liu","Xingtao Zhou","Ophthalmology and therapy",2023,"Shengtao","male",100,6,"Xingtao","male",100,8
"3064","212) Preoperative Treatment of Meibomian Gland Dysfunction with a Vectored Thermal Pulsation System Prior to Extended Depth of Focus IOL Implantation.","Cynthia Matossian","Caroline A Blackie","Ophthalmology and therapy",2023,"Cynthia","female",98,24359,"Caroline","female",98,47275
"3065","214) Retinal and Choroidal Alterations in Diabetic Retinopathy Treatment using Subthreshold Panretinal Photocoagulation with Endpoint Management Algorithm: A Secondary Analysis of a Randomized Clinical Trial.","Zijing Li","Chenjin Jin","Ophthalmology and therapy",2023,"Zijing","male",57,23,"Chenjin","male",100,3
"3066","215) Modified Technique of Setting Capsulotomy Thickness in Reducing Capsulotomy-Related Complications During Femtosecond Laser-Assisted Cataract Surgery: A Prospective, Comparative Cohort Study.","Takeshi Teshigawara","Nobuhisa Mizuki","Ophthalmology and therapy",2023,"Takeshi","male",99,1290,"Nobuhisa","male",100,21
"3067","216) Characterization and Classification of Postoperative Cysts After Strabismus Surgery: Clinical, Histological, and Anterior Segment OCT Analysis in a Large German Cohort.","Karsten Hufendiek","Katerina Hufendiek","Ophthalmology and therapy",2023,"Karsten","male",99,3416,"Katerina","female",99,11366
"3068","217) Long-Term Outcomes of Posterior Capsular Opacification in Highly Myopic Eyes and Its Influencing Factors.","Wenwen He","Xiangjia Zhu","Ophthalmology and therapy",2023,"Wenwen","female",83,170,"Xiangjia","female",67,3
"3069","218) Content Validity and Cognitive Debriefing of a Patient-Reported Outcome Instrument Evaluating Symptoms and Disease Impact in Patients with Geographic Atrophy.","Antonia Morga","Jun Su","Ophthalmology and therapy",2023,"Antonia","female",95,14281,"Jun","male",88,6829
"3070","220) Comparative Study of Ultrasonography and Ultra-Widefield Fundus Photographs for Measurements of the Diameter of Choroidal and Retinal Tumors.","Qian Wang","Qiong Yang","Ophthalmology and therapy",2023,"Qian","female",65,678,"Qiong","female",88,111
"3071","221) Investigation of OCTA Biomarkers in Fabry Disease: A Long Term Follow-Up of Macular Vessel Area Density and Foveal Avascular Zone Metrics.","Katerina Hufendiek","Karsten Hufendiek","Ophthalmology and therapy",2023,"Katerina","female",99,11366,"Karsten","male",99,3416
"3072","222) Spectral Effects and Range of Focus in a Multizonal-Refractive Intraocular Lens Compared with a Standard Trifocal Diffractive Design.","Weijia Yan","Grzegorz Łabuz","Ophthalmology and therapy",2023,"Weijia","male",57,44,"Grzegorz","male",99,19890
"3073","223) Repeatability and Interobserver Reproducibility of a Swept-Source Optical Coherence Tomography for Measurements of Anterior, Posterior, and Total Corneal Power.","Chak Seng Lei","Jinhai Huang","Ophthalmology and therapy",2023,"Chak","male",93,201,"Jinhai","male",69,13
"3074","224) Qualitative Development of the Allergan Satisfaction with Treatment Experience Questionnaire (ASTEQ) Instrument, a Patient-Reported Outcome Measure in Glaucoma and Ocular Hypertension.","Richard M Evans","Joice T Huang","Ophthalmology and therapy",2023,"Richard","male",99,97659,"Joice","female",94,2059
"3075","225) Does Menopausal Status Affect Dry Eye Disease Treatment Outcomes with OC-01 (Varenicline Solution) Nasal Spray? A Post Hoc Analysis of ONSET-1 and ONSET-2 Clinical Trials.","Lisa M Nijm","Andrea A Gibson","Ophthalmology and therapy",2023,"Lisa","female",98,75562,"Andrea","female",54,161059
"3076","226) Foveal Eversion is Associated with High Persistence of Macular Edema and Visual Acuity Deterioration in Retinal Vein Occlusion.","Alessandro Arrigo","Maurizio Battaglia Parodi","Ophthalmology and therapy",2023,"Alessandro","male",99,79631,"Maurizio","male",99,24776
"3077","229) Efficacy and Safety of Quantum Molecular Resonance Electrotherapy in Patients with Aqueous-Deficient, Evaporative and Mixed-Type Dry Eye: A Randomized Interventional Study.","Antonio Ballesteros-Sánchez","Davide Borroni","Ophthalmology and therapy",2023,"Antonio","male",99,180825,"Davide","male",99,46537
"3078","232) Potential for Treatment Interval Extension in Eyes with nAMD Disease Activity Post Loading Phase in HAWK and HARRIER.","Ramin Tadayoni","Peter K Kaiser","Ophthalmology and therapy",2023,"Ramin","male",98,3842,"Peter","male",99,146529
"3079","234) 10-Year Outcomes of Pediatric Cataract Surgery with Foldable Intraocular Lens Implantation and Posterior Continuous Curvilinear Capsulorhexis.","Tetsuro Oshika","Gaku Kiuchi","Ophthalmology and therapy",2023,"Tetsuro","male",100,93,"Gaku","male",96,110
"3080","236) Long-Term Quantitative Analysis of Inner Retinal Dimples and Visual Function Post Internal Limiting Membrane Peeling in Macular Diseases.","Yubo Wu","Lijun Shen","Ophthalmology and therapy",2023,"Yubo","male",94,34,"Lijun","female",51,122
"3081","237) Evaluation of Retinal Vascularity Index in Patients with COVID-19: A Case-Control Study.","Sandy Zhou Wenting","Rupesh Agrawal","Ophthalmology and therapy",2023,"Sandy","female",78,27089,"Rupesh","male",100,3127
"3082","238) Real-World Persistence and Treatment Interval in Patients with Diabetic Macular Edema Treated with Anti-Vascular Endothelial Growth Factors in the USA.","Sophie J Bakri","Helene Karcher","Ophthalmology and therapy",2023,"Sophie","female",98,54216,"Helene","female",98,11662
"3083","239) Living with Dry Eye Disease and its Effects on Quality of Life: Patient, Optometrist, and Ophthalmologist Perspectives.","Arianna A Tovar","Alfonso L Sabater","Ophthalmology and therapy",2023,"Arianna","female",99,15456,"Alfonso","male",99,24668
"3084","240) Epiretinal Amniotic Membrane in Complicated Retinal Detachment: a Clinical and In Vitro Safety Assessment.","Anna Hillenmayer","Armin Wolf","Ophthalmology and therapy",2023,"Anna","female",98,184560,"Armin","male",98,5364
"3085","241) Prospective, Observational, Multicenter, Real-World Study of the Efficacy, Safety, and Pattern of Use of the Dexamethasone Intravitreal Implant in Diabetic Macular Edema in France: Short-Term Outcomes of LOUVRE 3.","Laurent Kodjikian","Laure Dupont-Benjamin","Ophthalmology and therapy",2023,"Laurent","male",97,55808,"Laure","female",97,12149
"3086","242) Rate of Complete Spectacle Independence with a Trifocal Intraocular Lens: A Systematic Literature Review and Meta-Analysis.","Dagny Zhu","Mukesh Dhariwal","Ophthalmology and therapy",2023,"Dagny","female",93,113,"Mukesh","male",99,10999
"3087","243) Impact of Latanoprost Antiglaucoma Eyedrops and Their Excipients on Toxicity and Healing Characteristics in the Ex Vivo Eye Irritation Test System.","Claudia Panfil","Norbert Schrage","Ophthalmology and therapy",2023,"Claudia","female",98,72003,"Norbert","male",99,12597
"3088","244) A New Treatment for Recalcitrant Neurotrophic Keratopathy of Ocular Graft-Versus-Host Disease with Virus Infection.","Yi Qu","Jing Hong","Ophthalmology and therapy",2023,"Yi","male",63,1397,"Jing","female",75,2534
"3089","245) Multi-symptom Relief with Propylene Glycol-Hydroxypropyl-Guar Nanoemulsion Lubricant Eye Drops in Subjects with Dry Eye Disease: A Post-Marketing Prospective Study.","Katherine Bickle","Deborah Awisi-Gyau","Ophthalmology and therapy",2023,"Katherine","female",99,15804,"Deborah","female",98,22398
"3090","246) Interocular Symmetry in Retinal Nerve Fiber Layer Thickness in Children: The Hong Kong Children Eye Study.","Xiu Juan Zhang","Jason C Yam","Ophthalmology and therapy",2023,"Xiu","female",71,147,"Jason","male",99,76567
"3091","247) Predictive Value of Dynamic Corneal Response Parameters Evaluated with Scheimpflug High-Speed Video (Corvis ST) on the Visual Field Progression in Prostaglandin Treated Ocular Hypertension and Open-Angle Glaucoma Patients.","Marta I Martinez-Sánchez","Miguel A Teus","Ophthalmology and therapy",2023,"Marta","female",98,84333,"Miguel","male",99,89766
"3092","248) Corneal Higher-Order Aberrations Measurements: Precision of SD-OCT/Placido Topography and Comparison with a Scheimpflug/Placido Topography in Eyes After Small-Incision Lenticule Extraction.","Rui Ning","Jinhai Huang","Ophthalmology and therapy",2023,"Rui","male",97,25872,"Jinhai","male",69,13
"3093","249) Cost-Utility Analysis of Deep Learning and Trained Human Graders for Diabetic Retinopathy Screening in a Nationwide Program.","Attasit Srisubat","Paisan Ruamviboonsuk","Ophthalmology and therapy",2023,"Attasit","male",100,35,"Paisan","male",97,106
"3094","250) Visual and Anatomical Outcomes After Initial Intravitreal Faricimab Injection for Neovascular Age-Related Macular Degeneration in Patients with Prior Treatment History.","Satoru Inoda","Yasuo Yanagi","Ophthalmology and therapy",2023,"Satoru","male",99,418,"Yasuo","male",100,210
"3095","251) Anterior Segment Characteristics of Eyes with Anterior Chamber Depth Less than 2.8 mm and Axial Length Greater than 25 mm.","Lingling Niu","Yishan Qian","Ophthalmology and therapy",2023,"Lingling","female",94,266,"Yishan","female",70,37
"3096","252) Letter to the Editor Regarding ""Blue Light Exposure: Ocular Hazards and Prevention-A Narrative Review"".","Mohammed Iqbal","Omar Said","Ophthalmology and therapy",2023,"Mohammed","male",99,70888,"Omar","male",98,63052
"3097","253) Axial Shortening in Myopic Children after Repeated Low-Level Red-Light Therapy: Post Hoc Analysis of a Randomized Trial.","Wei Wang","Mingguang He","Ophthalmology and therapy",2023,"Wei","male",73,4003,"Mingguang","male",100,7
"3098","255) Comparison of Long-Term Effects Following Phacoemulsification Combined with Goniosynechialysis and Trabeculectomy in Patients with Primary Angle-Closure Glaucoma and Cataract.","Yang Zhang","Shunhua Zhang","Ophthalmology and therapy",2023,"Yang","male",67,4256,"Shunhua","female",85,13
"3099","256) VIVEX: A Formula for Calculating Individual Vitreous Volume: A New Approach Towards Tailored Patient Dosing Regime in Intravitreal Therapy.","Andreas F Borkenstein","Achim Langenbucher","Ophthalmology and therapy",2023,"Andreas","male",99,44818,"Achim","male",99,2203
"3100","258) Assessment of the Effectiveness of Glaucoma Treatment Using MicroPulse Transscleral Cyclophotocoagulation in Patients with Glaucoma Who Have Previously Undergone Vitreoretinal Surgery.","Izabela Kuciel-Polczak","Anita Lyssek-Boroń","Ophthalmology and therapy",2023,"Izabela","female",98,7770,"Anita","female",98,40133
"3101","259) Efficacy of Multifocal Soft Contact Lenses in Reducing Myopia Progression Among Taiwanese Schoolchildren: A Randomized Paired-Eye Clinical Trial.","Yao-Lin Liu","Tzu-Hsun Tsai","Ophthalmology and therapy",2023,"Yao-Lin","female",50,8438,"Tzu-Hsun","male",57,87
"3102","260) Influence of Ocular Biometry Parameters on the Predictive Accuracy of IOL Power Formulas in Patients with High Myopia.","Ao Miao","Tianyu Zheng","Ophthalmology and therapy",2023,"Ao","male",55,562,"Tianyu","male",85,84
"3103","261) Subfoveal and Parafoveal Choroidal Thickening in Patients with Keratoconus Using the ETDRS Grid on Swept-Source OCT.","Neus Burguera-Giménez","Cristina Peris-Martínez","Ophthalmology and therapy",2023,"Neus","female",97,1260,"Cristina","female",98,70974
"3104","262) Allogeneic Serum Eye Drops: A Randomized Clinical Trial to Evaluate the Clinical Effectiveness of Two Drop Sizes.","Christie Vermeulen","Thomas R L Klei","Ophthalmology and therapy",2023,"Christie","female",95,3070,"Thomas","male",99,129177
"3105","263) Subclinical Angioid Streaks with Pseudodrusen: A New Phenotype of Age-Related Macular Degeneration.","Riccardo Sacconi","Giuseppe Querques","Ophthalmology and therapy",2023,"Riccardo","male",99,22261,"Giuseppe","male",99,72416
"3106","264) Correction: Cost-Effectiveness Analysis of Ranibizumab Biosimilar for Neovascular Age-Related Macular Degeneration in Japan.","Yasuo Yanagi","Taiji Sakamoto","Ophthalmology and therapy",2023,"Yasuo","male",100,210,"Taiji","male",99,72
"3107","265) Acute Corneal Melting Induced by the Concomitant Use of a Non-steroidal Anti-inflammatory Agent with an Antiseptic Eye Drop.","Dimitrios G Mikropoulos","Anastasios G Konstas","Ophthalmology and therapy",2023,"Dimitrios","male",99,1364,"Anastasios","male",99,608
"3108","267) Sulcus Tube Internal Needle Guidewire Technique for Glaucoma Drainage Device Placement: Improving Surgical Ease and Precision.","Christine G Shao","Aaron D Webel","Ophthalmology and therapy",2023,"Christine","female",98,55857,"Aaron","male",99,36714
"3109","268) Correction to: Vertically Fixated Posterior Chamber Phakic Intraocular Lens Implantation Through a Superior Corneal Incision.","Kazutaka Kamiya","Nobuyuki Shoji","Ophthalmology and therapy",2023,"Kazutaka","male",99,80,"Nobuyuki","male",99,236
"3110","269) Publisher Correction: Characteristics of the Ocular Surface in Myopic Child Candidates of Orthokeratology Lens Wear.","Yuanfang Yang","Xiaoning Li","Ophthalmology and therapy",2023,"Yuanfang","female",58,12,"Xiaoning","male",61,41
"3111","272) Correction to: Prophylaxis of Ocular Infection in the Setting of Intraocular Surgery: Implications for Clinical Practice and Risk Management.","Alfredo Borgia","Giuseppe Giannaccare","Ophthalmology and therapy",2023,"Alfredo","male",99,21417,"Giuseppe","male",99,72416
"3112","273) Correction: The Combined Impact of Intense Pulsed Light Combined and 3% Diquafosol Ophthalmic Solution on Evaporative Dry Eye: A Randomized Control Study.","Jiayan Chen","Xingru He","Ophthalmology and therapy",2023,"Jiayan","female",90,20,"Xingru","male",75,4
"3113","274) Correction to: Changes in Clinical Activity, Serum Autoantibody Levels, and Chorioretinal Vessels After Systemic Glucocorticoid Therapy in Thyroid Eye Disease.","Jaekyoung Lee","Dong Cheol Lee","Ophthalmology and therapy",2023,"Jaekyoung","male",64,11,"Dong","male",87,2212
"3114","275) Correction: Qualitative Development of the Allergan Satisfaction with Treatment Experience Questionnaire (ASTEQ) Instrument, a Patient-Reported Outcome Measure in Glaucoma and Ocular Hypertension.","Richard M Evans","Joice T Huang","Ophthalmology and therapy",2023,"Richard","male",99,97659,"Joice","female",94,2059
"3115","1) Racial Differences in Retinopathy of Prematurity.","Jingyun Wang","Gil Binenbaum","Ophthalmic epidemiology",2023,"Jingyun","female",63,16,"Gil","male",91,6454
"3116","2) WHO Vision 2020: Have We Done It?","Dalia Abdulhussein","Mina Abdul Hussein","Ophthalmic epidemiology",2023,"Dalia","female",99,7730,"Mina","female",88,18006
"3117","3) Ocular Findings in Children with Headache.","Lisa Y Lin","Gil Binenbaum","Ophthalmic epidemiology",2023,"Lisa","female",98,75562,"Gil","male",91,6454
"3118","4) A Systematic Review of Clinical Trials in Uveitis: Lessons Learned.","Ann-Marie Lobo-Chan","Supriya D Mehta","Ophthalmic epidemiology",2023,"Ann-Marie","female",98,606,"Supriya","female",90,2129
"3119","5) Trachoma: The Last Decade?","Tawfik Al-Khatib","Anthony W Solomon","Ophthalmic epidemiology",2023,"Tawfik","male",97,1016,"Anthony","male",99,85303
"3120","6) Eye Abnormalities in Children with Fetal Alcohol Spectrum Disorders: A Systematic Review.","Tracey W Tsang","Elizabeth J Elliott","Ophthalmic epidemiology",2023,"Tracey","female",96,8467,"Elizabeth","female",99,44677
"3121","7) Antiviral and Anti-Inflammatory Therapeutic Interventions for Treating Herpes Stromal Keratitis: A Systematic Review.","Xiaole Li","Monali S Malvankar-Mehta","Ophthalmic epidemiology",2023,"Xiaole","male",69,16,"Monali","female",98,275
"3122","8) Nationwide Trends in Vitreoretinal Procedures within Australia.","Carmelo Macri","Weng Chan","Ophthalmic epidemiology",2023,"Carmelo","male",99,11695,"Weng","female",53,401
"3123","9) Air Pollution and Chronic Eye Disease in Adults: A Scoping Review.","Amy E Millen","Lina Mu","Ophthalmic epidemiology",2023,"Amy","female",98,42632,"Lina","female",97,30720
"3124","10) Health Care Disparities in Diabetes and Diabetic Retinopathy.","Paul J Bryar","Dustin D French","Ophthalmic epidemiology",2023,"Paul","male",99,140849,"Dustin","male",100,8378
"3125","11) A Systematic Review of Clinical Practice Guidelines for Age-related Macular Degeneration.","Xiaotong Han","Mingguang He","Ophthalmic epidemiology",2023,"Xiaotong","female",74,39,"Mingguang","male",100,7
"3126","13) Seasonal Variation in the Diagnosis of Retinoblastoma.","Shonar Singh","Andrew W Stacey","Ophthalmic epidemiology",2023,"Shonar","male",75,4,"Andrew","male",99,82448
"3127","14) Risk Factors for Chalazion Diagnosis and Subsequent Surgical Excision.","Diana H Kim","Brian L VanderBeek","Ophthalmic epidemiology",2023,"Diana","female",98,59982,"Brian","male",99,69588
"3128","15) Prevalence of Refractive Error in Vientiane Province, Lao People's Democratic Republic.","Chirag Patel","Robert Casson","Ophthalmic epidemiology",2023,"Chirag","male",100,4655,"Robert","male",99,145540
"3129","16) Factors Affecting Follow-Up Adherence of Glaucoma Patients.","Ankit Singh","Prakash Satyavageeswaran","Ophthalmic epidemiology",2023,"Ankit","male",100,17470,"Prakash","male",100,11519
"3130","17) Nationwide Rapid Assessment of Avoidable Blindness (RAAB) in Armenia.","Naira Khachatryan","Varduhi Petrosyan","Ophthalmic epidemiology",2023,"Naira","female",97,912,"Varduhi","female",100,45
"3131","18) Dry eye and dry skin - is there a connection?","Igor Petriček","Tomislav Bulum","Ophthalmic epidemiology",2023,"Igor","male",99,31134,"Tomislav","male",100,1829
"3132","19) Psychometric Properties of Scales for Assessing the Vision-related Quality of Life of People with Low Vision: A Systematic Review.","Claudia Marcela Vélez","Juan Camilo Suárez-Escudero","Ophthalmic epidemiology",2023,"Claudia","female",98,72003,"Juan","male",98,106011
"3133","20) Epidemiologic Trends in Ophthalmic Trauma Related to Major Sports: An NEISS Study.","Parth A Patel","Harris Ahmed","Ophthalmic epidemiology",2023,"Parth","male",100,3434,"Harris","male",97,2088
