"","Title","First Author","Last Author","Journal","Year","First Author First Name","First Author Gender","First Author Accuracy","First Author Samples","Last Author First Name","Last Author Gender","Last Author Accuracy","Last Author Samples"
"6799","30) The correlation between pseudoexfoliation syndrome and the Triglyceride-Glucose index.","Rafiye Nur Abay","Zeynep Katipoğlu","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Rafiye","female",100,22,"Zeynep","female",97,20266
"6800","33) Clinical patterns and risk factors in scleritis: a multicentric study in Colombia.","Alejandra de-la-Torre","William Rojas-Carabali","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Alejandra","female",98,18508,"William","male",99,67797
"6801","34) Characterizing the microbiota of instrumentation in ophthalmology clinics during and beyond the COVID-19 pandemic.","Heba Mahjoub","Mark P Breazzano","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Heba","female",97,3006,"Mark","male",80,5
"6802","35) Clinical findings in acute posterior vitreous detachment.","Matthew Driban","Jay Chhablani","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Matthew","male",100,51412,"Jay","male",93,45116
"6803","36) Detection of SARS-CoV-2-RNA in post-mortem samples of human eyes.","Josef Penkava","Stephan Ledderose","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Josef","male",98,26385,"Stephan","male",99,19941
"6804","37) Differential susceptibility of retinal ganglion cell subtypes against neurodegenerative diseases.","Ningzhi Zhang","Ning Yang","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Ningzhi","male",75,4,"Ning","female",74,1915
"6805","38) Clinical features, treatment factors, and long-term outcomes of optic disc pit maculopathy.","Hyun Goo Kang","Min Kim","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Hyun","male",82,1161,"Min","male",65,4933
"6806","39) Clinical profile of 80-year-old and older thyroid eye disease patients.","Niv Levy","Ruth Huna-Baron","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Niv","female",54,435,"Ruth","female",98,20411
"6807","42) Genetic polymorphisms of apolipoprotein E in nonarteritic anterior ischemic optic neuropathy.","Yuyu Chou","Yong Zhong","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Yuyu","female",53,753,"Yong","male",87,2262
"6808","43) In vivo confocal microscopy for eyes with Behçet's disease: a missing piece of the puzzle.","Yi-Hsun Huang","Jia-Horung Hung","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Yi-Hsun","male",62,1432,"Jia-Horung","female",65,1433
"6809","44) Clinical features and visual outcomes of ocular sarcoidosis at a tertiary referral center in Tokyo.","Katsuya Nagahori","Annabelle A Okada","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Katsuya","male",100,150,"Annabelle","female",100,24842
"6810","49) Correlations between clinical parameters of dry eye disease and serologic profiles in Sjögren's syndrome.","Yunjin Lee","Joon Young Hyon","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Yunjin","female",61,33,"Joon","male",88,899
"6811","50) Structure-function analysis for macular surgery in patients with coexisting glaucoma.","Sarah N Yu","Vivienne C Greenstein","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Sarah","female",98,127408,"Vivienne","female",99,1046
"6812","53) Risk factors and microbiological characteristics: from bacterial keratitis with hypopyon to keratitis-related endophthalmitis.","Fanxing Zeng","Hua Gao","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Fanxing","male",67,6,"Hua","male",52,891
"6813","54) Complications, treatments, and visual prognosis of choroidal osteomas.","Hyo Jin Seong","Christopher Seungkyu Lee","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Hyo","male",59,194,"Christopher","male",99,55041
"6814","55) Retinometer predicts visual outcome in Descemet membrane endothelial keratoplasty.","Caroline Sophie Wald","Christian Girbardt","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Caroline","female",98,47275,"Christian","male",80,5
"6815","57) Treatment outcomes of macular holes in the setting of uveitis: a scoping review.","Mohamed Kamel Soliman","Shree K Kurup","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Mohamed","male",98,173041,"Shree","male",60,1253
"6816","58) The treatment of end-stage corneal disease: penetrating keratoplasty compared with Boston type 1 keratoprosthesis.","Steven Bonneau","Mona Harissi-Dagher","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Steven","male",99,59951,"Mona","female",96,14965
"6817","59) New anti-angiogenic compound based on chemically modified heparin.","Vinicius Kniggendorf","Juliana L Dreyfuss","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Vinicius","male",100,7882,"Juliana","female",98,22243
"6818","60) Cell composition at the vitreomacular interface in traumatic macular holes.","Stefanie R Guenther","Denise Vogt","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Stefanie","female",98,10626,"Denise","female",98,29702
"6819","63) Systemic and vitreous biomarkers - new insights in diabetic retinopathy.","Bernardete Pessoa","Melo Beirão","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Bernardete","female",99,136,"Melo","male",77,1935
"6820","64) Efficacy of medial rectus plication versus resection for exotropia: a meta-analysis.","Desheng Song","Zhijun Chen","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Desheng","male",92,13,"Zhijun","male",91,55
"6821","65) End-to-end diabetic retinopathy grading based on fundus fluorescein angiography images using deep learning.","Zhiyuan Gao","Juan Ye","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Zhiyuan","male",94,77,"Juan","male",98,106011
"6822","67) Algorithm of the major and minor diagnostic criteria for active myopic choroidal neovascularization.","Paolo Milani","Fulvio Bergamini","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Paolo","male",99,60571,"Fulvio","male",99,2740
"6823","68) Medical cannabis oil for benign essential blepharospasm: a prospective, randomized controlled pilot study.","Ofira Zloto","Guy Ben Simon","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Ofira","female",94,17,"Guy","male",98,20859
"6824","70) A new insight into pachychoroid diseases: Remodeling of choroidal vasculature.","Shoji Kishi","Hidetaka Matsumoto","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Shoji","male",99,191,"Hidetaka","male",100,70
"6825","71) Corneal morphology correlates with choriocapillaris perfusion in myopic children.","Xuewei Li","Mingwei Zhao","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Xuewei","male",61,18,"Mingwei","male",73,41
"6826","72) An automatic approach for cell detection and segmentation of corneal endothelium in specular microscope.","Ranit Karmakar","Allen Eghrari","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Ranit","male",96,80,"Allen","male",96,10293
"6827","73) Cardiometabolic factors and risk of non-arteritic anterior ischemic optic neuropathy: a systematic review and meta-analysis.","Irini P Chatziralli","Theodoros N Sergentanis","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Irini","female",98,502,"Theodoros","male",99,681
"6828","75) Clinically applicable deep learning-based decision aids for treatment of neovascular AMD.","Matthias Gutfleisch","Daniel Pauleikhoff","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Matthias","male",100,17148,"Daniel","male",99,257742
"6829","76) Analysis of microvascular and neurodegenerative complications of mild COVID-19.","Zsofia Kolkedi","Eszter Szalai","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Zsofia","female",98,138,"Eszter","female",99,3079
"6830","77) Optic disc blood perfusion and oxygenation in glaucoma.","Hosni Al Zoubi","Martin Hammer","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Hosni","male",94,1068,"Martin","male",98,139211
"6831","79) The effect of day-long mask wearing on non-invasive break-up time.","Serdar Bilici","Suat H Ugurbas","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Serdar","male",97,35785,"Suat","male",96,9448
"6832","81) Long-term vision outcomes for patients with albinism and diabetic retinopathy.","Declan C Murphy","Louisa Wickham","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Declan","male",100,12016,"Louisa","female",96,2927
"6833","82) Neovascular age-related macular degeneration: advancement in retinal imaging builds a bridge between histopathology and clinical findings.","Enrico Borrelli","Giuseppe Querques","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Enrico","male",99,21620,"Giuseppe","male",99,72416
"6834","83) A modified pediatric ocular trauma score for predicting visual outcome post open globe injury.","Eyal Cohen","Gad Dotan","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Eyal","male",99,648,"Gad","male",92,690
"6835","84) Syringing has limited reliability in differentiating nasolacrimal duct stenosis from functional delay.","Yinon Shapira","Dinesh Selva","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Yinon","male",100,20,"Dinesh","male",100,16255
"6836","85) Two-year results after combined phacoemulsification and iris-fixated phakic intraocular lens removal.","Zoraida Solaiga Gaurisankar","Jan-Willem M Beenakker","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Zoraida","female",98,715,"Jan-Willem","male",99,250
"6837","86) Decreased Bell's phenomenon after inferior and medial orbital wall decompression in thyroid-associated ophthalmopathy: a double-edged sword in management of the patients.","Bahram Eshraghi","Mohsen Rafizadeh","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Bahram","male",99,1165,"Mohsen","male",99,10052
"6838","87) Intraocular lens power calculation in patients with irregular astigmatism.","Asaf Achiron","Derek Tole","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Asaf","male",98,727,"Derek","male",99,15838
"6839","89) Optimization of intraocular lens selection for pediatric cataract surgery.","Christopher T Leffler","Andrzej Grzybowski","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Christopher","male",99,55041,"Andrzej","male",99,22799
"6840","91) Topographic, tomographic, and corneal wavefront asymmetry in keratoconus: towards an eye asymmetry index EASIX.","Juliane Mehlan","Stephan Johannes Linke","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Juliane","female",98,2818,"Stephan","male",99,19941
"6841","93) Long-term retinal vasculature abnormalities following intravitreal bevacizumab for retinopathy of prematurity.","Amir Sternfeld","Hawke H Yoon","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Amir","male",98,33637,"Hawke","male",100,311
"6842","94) Role of the JAK/STAT pathway in a streptozotocin-induced diabetic retinopathy mouse model.","Chan-Ho Cho","Hyun Woong Kim","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Chan-Ho","male",100,9,"Hyun","male",82,1161
"6843","95) On the knowledge of solitary juvenile xanthogranuloma of the eyelid: a case series and literature review.","Rongxin Chen","Xuanwei Liang","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Rongxin","male",86,7,"Xuanwei","male",100,2
"6844","96) Temporal contrast adaptation in the analysis of visual function in primary open-angle glaucoma.","Qianru Wu","Chun Zhang","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Qianru","female",78,9,"Chun","male",73,905
"6845","97) Visualising the risks of clinical trials for fair treatment and appropriate informed consent of participants.","Alexander R Harris","Frederic Gilbert","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Alexander","male",99,56237,"Frederic","male",98,26835
"6846","98) Long-term outcomes of viscocanalostomy and phaco-viscocanalostomy in patients with narrow angle glaucoma.","Tasmin Berman","Anshoo Choudhary","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Tasmin","female",87,105,"Anshoo","male",75,8
"6847","99) Transcription factor FOXP1 mediates vascular endothelial dysfunction in diabetic retinopathy.","Yekai Zhou","Meixia An","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Yekai","male",100,2,"Meixia","female",80,5
"6848","101) Strabismus outcomes after surgery: the nationwide SOS France study.","Quentin Colas","Raoul K Khanna","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Quentin","male",99,23008,"Raoul","male",97,4097
"6849","102) Inter-eye correlation analysis of 24-h IOPs and glaucoma progression.","Mohamad Dakroub","Nils A Loewen","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Mohamad","male",98,16445,"Nils","male",99,5129
"6850","104) Anxiety and pain perception using a speculum-free eyelid retraction technique for intravitreal injection.","Lauren M Wasser","Itay Magal","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Lauren","female",97,25933,"Itay","male",100,285
"6851","105) Visual perception and macular integrity in non-classical CLN2 disease.","Yevgeniya Atiskova","Simon Dulz","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Yevgeniya","female",98,131,"Simon","male",98,57458
"6852","108) Risk factors of rejection after penetrating keratoplasty: a retrospective monocentric study.","Eloi Debourdeau","Vincent Daien","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Eloi","male",96,991,"Vincent","male",99,58501
"6853","109) Micropulse transscleral cyclophotocoagulation in a Taiwanese population: 2-year clinical outcomes and prognostic factors.","Henry Shen-Lih Chen","Wei-Chi Wu","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Henry","male",99,32139,"Wei-Chi","female",67,3
"6854","110) Effects of long-term high-altitude exposure on retinal and choroidal microcirculation.","Jinlan Ma","Yi Qu","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Jinlan","female",100,31,"Yi","male",63,1397
"6855","111) Intravitreal aflibercept for diabetic macular edema in real-world clinical practice in Japan: 24-month outcomes.","Masahiko Sugimoto","Mineo Kondo","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Masahiko","male",100,242,"Mineo","male",89,28
"6856","112) Clinicopathological study of the polypoidal lesions of polypoidal choroidal vasculopathy.","Guangfeng Liu","Zhizhong Ma","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Guangfeng","male",100,4,"Zhizhong","male",100,15
"6857","114) Morphology and fluorescein leakage in diabetic retinal microaneurysms: a study using multiple en face OCT angiography image averaging.","Yosuke Fukuda","Koh-Hei Sonoda","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Yosuke","male",99,441,"Koh-Hei","male",73,903
"6858","116) Refractive and biometrical characteristics of children with retinopathy of prematurity who received laser photocoagulation or intravitreal ranibizumab injection.","Xiaofeng Lu","Guoming Zhang","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Xiaofeng","male",78,167,"Guoming","male",100,13
"6859","122) Automated foveal location detection on spectral-domain optical coherence tomography in geographic atrophy patients.","Andrea Montesel","Irmela Mantel","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Andrea","female",54,161059,"Irmela","female",100,31
"6860","124) Increased vitreous levels of B cell activation factor (BAFF) and soluble interleukin-6 receptor in patients with macular edema due to uveitis related to Behçet's disease and sarcoidosis.","Atsunobu Takeda","Koh-Hei Sonoda","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Atsunobu","male",100,4,"Koh-Hei","male",73,903
"6861","125) A novel ophthalmic latanoprost 0.005% nanoemulsion: a cytotoxicity study.","Julia Tau","Alejandro Berra","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Julia","female",97,57688,"Alejandro","male",99,45618
"6862","126) Periosteal fixation of the medial and lateral recti for large-angle incomitant exotropia.","Sarah Hull","Gillian G W Adams","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Sarah","female",98,127408,"Gillian","female",97,6303
"6863","127) Long-term changes of choroidal blood flow velocity in Vogt-Koyanagi-Harada disease.","Shinya Abe","Atsushi Hayashi","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Shinya","male",99,541,"Atsushi","male",100,935
"6864","128) Initial clinical outcomes of two different phakic posterior chamber IOLs for the correction of myopia and myopic astigmatism.","Suphi Taneri","H Burkhard Dick","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Suphi","male",96,505,"H","male",88,8
"6865","132) Enucleation in pediatric open globe injuries: demographics and risk factors.","Siri Uppuluri","Neelakshi Bhagat","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Siri","female",80,1315,"Neelakshi","female",100,38
"6866","133) 360° inverted internal limiting membrane flap technique for idiopathic macular holes ≤ 250 µm, > 250 and ≤ 400 µm, and > 400 µm.","Gregor Kastl","Michael Janusz Koss","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Gregor","male",99,3274,"Michael","male",99,211741
"6867","134) Evaluation of peripapillary vascular flow in patients with Thyroid-Associated Ophthalmopathy (TAO) by OCT Angiography.","Chiara Del Noce","Aldo Vagge","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Chiara","female",99,25764,"Aldo","male",99,15830
"6868","135) Risk of surgical failure and hemorrhagic complications associated with antithrombotic medication in glaucoma surgery.","Fumio Takano","Makoto Nakamura","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Fumio","male",98,91,"Makoto","male",96,1440
"6869","137) Anatomical and functional outcomes of pneumatic vitreolysis for treatment of vitreomacular traction with and without macular holes.","Carmen Baumann","Niall Patton","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Carmen","female",98,54029,"Niall","male",97,1825
"6870","140) Retinal microvasculature and vasoreactivity changes in hypertension using optical coherence tomography-angiography.","Rebecca Zeng","John B Miller","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Rebecca","female",99,35211,"John","male",99,219085
"6871","141) Peripheral anterior synechiae after selective laser trabeculoplasty among Chinese patients.","Jonathan Cheuk-Hung Chan","Jimmy Shiu-Ming Lai","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Jonathan","male",99,84386,"Jimmy","male",98,36002
"6872","142) Five-year follow-up of corneal morphology and corneal refractive power changes after uneventful DMEK.","Apostolos Lazaridis","Konstantinos Droutsas","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Apostolos","male",98,774,"Konstantinos","male",99,2845
"6873","143) Long-term outcomes of secondary intraocular lens implantation in children.","Bharti R Nihalani","Deborah K VanderVeen","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Bharti","female",94,802,"Deborah","female",98,22398
"6874","144) Predictive factors for postoperative visual acuity improvement with ICL-V4c for ultrahigh myopia above - 10 D.","Xiong Ying","Fengju Zhang","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Xiong","male",79,207,"Fengju","female",100,2
"6875","145) Evaluation of the choriocapillaris after photodynamic therapy for chronic central serous chorioretinopathy. A review of optical coherence tomography angiography (OCT-A) studies.","Evita Evangelia Christou","Maria Stefaniotou","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Evita","female",98,1308,"Maria","female",97,245074
"6876","146) Classification of good visual acuity over time in patients with branch retinal vein occlusion with macular edema using support vector machine.","Yoshitsugu Matsui","Mineo Kondo","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Yoshitsugu","male",100,19,"Mineo","male",89,28
"6877","147) Comparison of subjective cyclofusion ranges and objective ocular torsion in normal participants according to age.","Manami Kawai","Hitoshi Ishikawa","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Manami","female",94,208,"Hitoshi","male",98,379
"6878","148) Macular and peripapillary vessel density alterations in a large series of patients with systemic lupus erythematosus without ocular involvement.","Sevgi Subasi","Ayten Yazici","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Sevgi","female",96,9510,"Ayten","female",95,2548
"6879","152) Evaluation of morphological features: femtosecond-LASIK flap vs. SMILE cap, and the effects on corneal higher-order aberrations.","Xiaoying He","Wei Han","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Xiaoying","female",90,68,"Wei","male",73,4003
"6880","155) Choroidal vascular alterations evaluated by ultra-widefield indocyanine green angiography in central serous chorioretinopathy.","Seongyong Jeong","Min Sagong","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Seongyong","male",100,12,"Min","male",65,4933
"6881","156) Visual deterioration in patients with photoreceptor loss after retinal reattachment surgery.","Sana Rasool","Richard J Blanch","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Sana","female",89,9738,"Richard","male",99,97659
"6882","157) Real-world outcomes of voretigene neparvovec treatment in pediatric patients with RPE65-associated Leber congenital amaurosis.","Callie Deng","Cagri G Besirli","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Callie","female",99,12220,"Cagri","male",96,469
"6883","160) Quality of life in patients with glaucoma assessed by 39-item National Eye Institute Visual Functioning Questionnaire (NEI VFQ-39).","Stephan Szegedi","Pia Veronika Vécsei-Marlovits","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Stephan","male",99,19941,"Pia","female",97,5773
"6884","162) Graft survival of Descemet membrane endothelial keratoplasty (DMEK) in corneal endothelial decompensation after glaucoma surgery.","Silvia Schrittenlocher","B Bachmann","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Silvia","female",98,61342,"B","male",83,35
"6885","163) The Cologne-Mecklenburg-Vorpommern DMEK Donor Study (COMEDOS) - design and review of the influence of donor characteristics on Descemet membrane endothelial keratoplasty (DMEK) outcome.","Silvia Schrittenlocher","Claus Cursiefen","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Silvia","female",98,61342,"Claus","male",96,2644
"6886","165) Effect of resolvin D1 on experimental bacterial keratitis to prevent corneal scar.","Sangmin Lee","Hak-Sun Yu","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Sangmin","male",96,213,"Hak-Sun","male",64,5611
"6887","166) Iridian anterior segment OCT in rubella uveitis syndrome and cytomegalovirus anterior uveitis: a comparative study.","Patricia Escribano Lopez","Juan Jacobo Gonzalez Guijarro","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Patricia","female",98,88761,"Juan","male",98,106011
"6888","167) Adjusted femtosecond laser capsulotomy distance in white cataracts to decrease incomplete capsulotomy: a randomized comparative cohort study.","Zeli Chen","Zhen Liu","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Zeli","female",79,84,"Zhen","male",64,631
"6889","168) Comment on Vangipuram G, Yang L, Weigle MP, et al. Workup following retinal artery occlusion-experience from an outpatient retina clinic and the delay in workup. Graefes Arch Clin Exp Ophthalmol 2021; 259:2625-2632.","Kamal Kishore","Aneesh Neekhra","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Kamal","male",97,25193,"Aneesh","male",99,1863
"6890","171) How do ophthalmologists manage functional visual symptoms? A UK survey of ophthalmologists' experience.","Masara Laginaf","Gary Price","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie",2022,"Masara","female",61,28,"Gary","male",99,34244
